Rank,date,primaryTitle,budget,domestic_gross,world_gross
"2,021","Aug 27, 1999",The Astronaut's Wife,"$34,000,000","$10,672,566","$10,672,566"
"2,767","Aug 27, 1999",Dudley Do-Right,"$22,000,000","$9,818,792","$9,818,792"
"3,492","Aug 27, 1999",The Muse,"$15,000,000","$11,614,954","$11,614,954"
"4,563","Aug 27, 1999",A Dog of Flanders,"$7,000,000","$2,165,637","$2,165,637"
"2,402","Aug 27, 2004",Suspect Zero,"$27,000,000","$8,712,564","$8,723,600"
"2,532","Aug 27, 2004",Anacondas: The Hunt for the Blood Orchid,"$25,000,000","$31,526,393","$70,326,393"
"2,994","Aug 27, 2004",Superbabies: Baby Geniuses 2,"$20,000,000","$9,109,322","$9,355,369"
"4,173","Aug 27, 2004",The Brown Bunny,"$10,000,000","$366,301","$630,427"
"2,749","Aug 27, 2008",Traitor,"$22,000,000","$23,530,831","$27,882,226"
"2,053","Aug 27, 2010",Takers,"$32,000,000","$57,744,720","$70,587,268"
"3,549","Aug 27, 2010",Centurion,"$15,000,000","$123,570","$7,885,048"
"5,636","Aug 27, 2010",Circle,"$2,000,000","$10,024","$10,024"
"5,689","Aug 27, 2010",The Last Exorcism,"$1,800,000","$41,034,350","$70,165,900"
"3,456","Aug 27, 2014",The November Man,"$15,000,000","$25,018,119","$34,820,335"
"3,543","Aug 27, 2015",Cìkè Niè Yinniáng,"$15,000,000","$632,542","$11,279,884"
"5,291","Aug 27, 2015",War Room,"$3,000,000","$67,790,117","$73,989,734"
"3,695","Aug 28, 1998",54,"$13,000,000","$16,757,163","$16,757,163"
"6,315","Aug 28, 1998",I Married a Strange Person,"$250,000","$203,134","$203,134"
"1,640","Aug 28, 2009",The Final Destination,"$40,000,000","$66,477,700","$187,384,627"
"3,435","Aug 28, 2009",Halloween 2,"$15,000,000","$33,392,973","$38,512,850"
"4,197","Aug 28, 2009",The Open Road,"$10,000,000","$19,716","$19,716"
"5,874","Aug 28, 2012",Below Zero,"$1,200,000",$0,$0
"5,056","Aug 28, 2015",Zipper,"$4,500,000",$0,$0
"6,059","Aug 28, 2015",Windsor Drive,"$850,000","$3,256","$3,256"
"6,460","Aug 28, 2015",Turbo Kid,"$60,000",$0,$0
"1,815","Aug 28, 2020",The War with Grandpa,"$38,000,000","$21,277,892","$46,819,069"
"3,844","Aug 28, 2024",Afraid,"$12,000,000","$6,726,179","$9,026,137"
"3,273","Aug 29, 1986",Shanghai Surprise,"$17,000,000","$2,315,000","$2,315,000"
"2,521","Aug 29, 2003",Jeepers Creepers 2,"$25,000,000","$35,623,801","$119,923,801"
"4,942","Aug 29, 2003",Party Monster,"$5,000,000","$742,898","$894,030"
"6,168","Aug 29, 2003",Civil Brand,"$500,000","$254,293","$254,293"
"1,512","Aug 29, 2008",Babylon A.D.,"$45,000,000","$22,532,572","$70,216,497"
"2,963","Aug 29, 2008",Disaster Movie,"$20,000,000","$14,190,901","$36,720,752"
"4,706","Aug 29, 2008",College,"$6,000,000","$4,694,491","$6,176,114"
"4,996","Aug 29, 2008",Obsluhoval jsem anglického krále,"$4,900,000","$617,228","$7,174,984"
"2,431","Aug 29, 2012",Lawless,"$26,000,000","$37,397,291","$54,393,687"
"3,037","Aug 29, 2012",The Oogieloves in the BIG Balloon Adventure,"$20,000,000","$1,065,907","$1,065,907"
"3,063","Aug 29, 2014",Dwegons and Leprechauns,"$20,000,000",$0,$0
"4,853","Aug 29, 2014","As Above, So Below","$5,000,000","$21,222,315","$41,824,066"
"6,440","Aug 29, 2015",Lunch Time Heroes,"$100,000",$0,$0
"2,265","Aug 29, 2018",Kin,"$30,000,000","$5,718,096","$10,383,524"
"2,944","Aug 29, 2018",Operation Finale,"$20,000,000","$17,612,099","$17,612,099"
"6,212","Aug 3, 1929",The Cocoanuts,"$500,000",$0,$0
"5,696","Aug 3, 1968",Hang 'em High,"$1,800,000","$6,800,000","$6,800,000"
"4,068","Aug 3, 1990",Mo' Better Blues,"$10,000,000","$16,153,000","$16,153,000"
"6,226","Aug 3, 1990",Metropolitan,"$430,000","$2,938,000","$2,938,000"
999,"Aug 3, 1994",Clear and Present Danger,"$62,000,000","$122,012,656","$207,500,000"
555,"Aug 3, 2001",Rush Hour 2,"$90,000,000.00","$226,164,286.00","$347,425,832.00"
"2,112","Aug 3, 2001",The Princess Diaries,"$30,000,000","$108,244,774","$165,334,774"
"2,438","Aug 3, 2001",Original Sin,"$26,000,000","$16,521,410","$16,521,410"
"5,937","Aug 3, 2005",Junebug,"$1,000,000","$2,678,010","$3,553,253"
313,"Aug 3, 2007",The Bourne Ultimatum,"$130,000,000.00","$227,471,070.00","$444,043,396.00"
"2,577","Aug 3, 2007",Hot Rod,"$25,000,000","$13,938,332","$14,371,564"
"3,292","Aug 3, 2007",Becoming Jane,"$16,500,000","$18,663,911","$39,380,831"
"4,810","Aug 3, 2007",The Ten,"$5,250,000","$769,726","$786,677"
"4,950","Aug 3, 2007","Gandhi, My Father","$5,000,000","$240,425","$2,015,004"
357,"Aug 3, 2012",Total Recall,"$125,000,000.00","$58,877,969.00","$211,856,088.00"
"1,062","Aug 3, 2012",ParaNorman,"$60,000,000","$56,003,051","$108,119,662"
"2,740","Aug 3, 2012",Diary of a Wimpy Kid: Dog Days,"$22,000,000","$49,008,662","$77,229,695"
"3,639","Aug 3, 2012",Reign of Assassins,"$14,000,000",$0,"$11,354,230"
"6,063","Aug 3, 2012",Celeste and Jesse Forever,"$840,000","$3,103,407","$3,787,689"
785,"Aug 3, 2018",Christopher Robin,"$75,000,000.00","$99,215,042.00","$197,744,377.00"
"2,019","Aug 3, 2018",The Darkest Minds,"$34,000,000","$12,695,691","$38,361,428"
"5,564","Aug 30, 1940",Boom Town,"$2,000,000","$9,172,000","$9,172,000"
"6,445","Aug 30, 1972",The Last House on the Left,"$87,000","$3,100,000","$3,100,000"
"4,726","Aug 30, 1991",Beastmaster 2: Through the Portal of Time,"$6,000,000","$773,490","$773,490"
"1,746","Aug 30, 2002",FearDotCom,"$40,000,000","$13,208,023","$13,289,290"
"3,179","Aug 30, 2013",Getaway,"$18,000,000","$10,501,938","$11,813,989"
"4,037","Aug 30, 2013",One Direction: This is Us,"$10,000,000","$28,873,374","$68,233,799"
"4,830","Aug 30, 2013",No se Aceptan Devoluciones,"$5,000,000","$44,467,206","$100,486,616"
"1,129","Aug 30, 2019",The Informer,"$60,000,000","$300,460","$3,377,027"
"4,910","Aug 30, 2019",Don’t Let Go,"$5,000,000","$5,215,062","$5,288,136"
"2,536","Aug 30, 2024",Reagan,"$25,000,000","$29,397,140","$29,420,811"
"5,839","Aug 31, 1984",C.H.U.D.,"$1,250,000","$4,700,000","$4,700,000"
"5,770","Aug 31, 1994",Killing Zoe,"$1,500,000","$418,953","$418,953"
"5,765","Aug 31, 2000",Nueve Reinas,"$1,500,000","$1,222,889","$12,412,889"
"4,011","Aug 31, 2001",Jeepers Creepers,"$10,000,000","$37,904,175","$58,939,035"
"4,866","Aug 31, 2001",O (Othello),"$5,000,000","$16,017,403","$16,017,403"
"5,984","Aug 31, 2001",Speedway Junky,"$1,000,000","$17,127","$17,127"
"2,454","Aug 31, 2005",The Constant Gardener,"$25,500,000","$33,579,798","$86,301,599"
"2,989","Aug 31, 2007",Death Sentence,"$20,000,000","$9,534,258","$16,907,831"
"3,404","Aug 31, 2007",Halloween,"$15,000,000","$58,269,151","$77,514,401"
"5,048","Aug 31, 2007",Fong juk,"$4,500,000","$51,957","$51,957"
"2,902","Aug 31, 2011",The Debt,"$20,000,000","$31,177,548","$46,604,054"
"3,588","Aug 31, 2012",The Possession,"$14,000,000","$49,130,588","$82,925,064"
"6,056","Aug 31, 2012","For a Good Time, Call","$850,000","$1,251,749","$1,386,088"
"1,872","Aug 31, 2017",It,"$35,000,000","$328,828,874","$701,012,746"
"2,666","Aug 4, 1989",Lock Up,"$24,000,000","$22,099,847","$22,099,847"
"5,849","Aug 4, 1989","Sex, Lies, and Videotape","$1,200,000","$24,741,667","$36,741,667"
"2,136","Aug 4, 1995",Babe,"$30,000,000","$63,658,910","$246,100,000"
"2,207","Aug 4, 1995",Virtuosity,"$30,000,000","$23,998,226","$23,998,226"
"1,369","Aug 4, 1999",The Iron Giant,"$50,000,000","$23,159,305","$31,333,917"
"3,707","Aug 4, 1999",Dick,"$13,000,000","$6,276,869","$6,276,869"
"5,388","Aug 4, 1999",The Gambler,"$3,000,000","$51,773","$101,773"
582,"Aug 4, 2000",Hollow Man,"$90,000,000.00","$73,209,340.00","$191,200,000.00"
951,"Aug 4, 2000",Space Cowboys,"$65,000,000","$90,454,043","$128,874,043"
"1,483","Aug 4, 2000",Coyote Ugly,"$45,000,000","$60,786,269","$113,916,474"
"5,097","Aug 4, 2000",Saving Grace,"$4,000,000","$12,178,602","$27,786,849"
"5,140","Aug 4, 2000",Psycho Beach Party,"$4,000,000","$267,972","$267,972"
826,"Aug 4, 2006",Talladega Nights: The Ballad of Ricky Bobby,"$73,000,000.00","$148,213,377.00","$162,870,525.00"
"1,261","Aug 4, 2006",Barnyard: The Original Party Animals,"$51,000,000","$72,779,000","$118,583,844"
"4,400","Aug 4, 2006","Bon Cop, Bad Cop","$8,000,000","$12,671,300","$12,740,705"
"4,524","Aug 4, 2006",The Descent,"$7,000,000","$26,024,456","$57,051,053"
"5,109","Aug 4, 2006",The Night Listener,"$4,000,000","$7,836,393","$10,770,993"
"6,473","Aug 4, 2015",Bending Steel,"$50,000",$0,$0
"2,794","Aug 4, 2017",Kidnap,"$21,000,000","$30,718,107","$34,836,080"
"6,105","Aug 4, 2017",Columbus,"$700,000","$1,017,107","$1,110,511"
"1,454","Aug 4, 2023",Strays,"$46,000,000","$23,988,885","$35,983,009"
"5,727","Aug 5, 1953",From Here to Eternity,"$1,650,000","$30,500,000","$30,500,000"
"5,743","Aug 5, 1955",The King’s Thief,"$1,577,000",$0,$0
"4,576","Aug 5, 1977",March or Die,"$7,000,000","$1,000,000","$1,000,000"
"3,241","Aug 5, 1998",Halloween: H2O,"$17,000,000","$55,041,738","$55,041,738"
"1,240","Aug 5, 2005",The Dukes of Hazzard,"$53,000,000","$80,270,227","$109,848,461"
"4,078","Aug 5, 2005",Broken Flowers,"$10,000,000","$13,744,960","$40,744,960"
"4,607","Aug 5, 2005",The Chumscrubber,"$6,800,000","$49,526","$49,526"
"4,814","Aug 5, 2005",Saint Ralph,"$5,200,000","$795,126","$1,695,126"
"6,541","Aug 5, 2005",My Date With Drew,"$1,100","$181,041","$181,041"
545,"Aug 5, 2011",Rise of the Planet of the Apes,"$93,000,000.00","$176,760,185.00","$470,986,200.00"
"1,255","Aug 5, 2011",The Change-Up,"$52,000,000","$37,243,418","$75,997,067"
"6,411","Aug 5, 2011",The Tunnel,"$135,000","$1,348","$1,348"
379,"Aug 5, 2015",The Fantastic Four,"$120,000,000.00","$56,117,548.00","$167,849,187.00"
"2,221","Aug 5, 2016",Nine Lives,"$30,000,000","$19,700,032","$57,814,445"
989,"Aug 5, 2022",Prey,"$65,000,000",$0,$0
"1,544","Aug 6, 1993",The Fugitive,"$44,000,000","$183,875,760","$353,715,317"
"3,825","Aug 6, 1997",Def Jam's How To Be a Player,"$12,000,000","$14,010,363","$14,010,363"
919,"Aug 6, 1999",Mystery Men,"$68,000,000","$29,762,011","$33,462,011"
"1,420","Aug 6, 1999",The Thomas Crown Affair,"$48,000,000","$69,304,264","$124,304,264"
"4,166","Aug 6, 1999",Illuminata,"$10,000,000","$836,641","$836,641"
"2,413","Aug 6, 2003",Freaky Friday,"$26,000,000","$110,222,438","$160,822,438"
"1,029","Aug 6, 2004",Collateral,"$60,000,000","$100,170,152","$217,602,967"
"2,217","Aug 6, 2004",Little Black Book,"$30,000,000","$20,422,207","$21,758,371"
"4,487","Aug 6, 2004",Code 46,"$7,500,000","$197,148","$1,788,324"
"6,081","Aug 6, 2004",Saints and Soldiers,"$780,000","$1,310,470","$1,310,470"
"6,149","Aug 6, 2004",Open Water,"$500,000","$30,500,882","$55,518,641"
"2,388","Aug 6, 2008",The Sisterhood of the Traveling Pants 2,"$27,000,000","$44,089,964","$44,270,131"
"2,417","Aug 6, 2008",Pineapple Express,"$26,000,000","$87,341,380","$102,404,019"
"4,919","Aug 6, 2008",Bottle Shock,"$5,000,000","$4,078,607","$4,815,890"
472,"Aug 6, 2010",The Other Guys,"$100,000,000.00","$119,219,978.00","$170,936,470.00"
"2,171","Aug 6, 2010",Step Up 3D,"$30,000,000","$42,400,223","$165,889,117"
"3,040","Aug 6, 2010",Middle Men,"$20,000,000","$754,301","$754,301"
"3,632","Aug 6, 2010",Flipped,"$14,000,000","$1,755,212","$4,294,635"
"4,202","Aug 6, 2010",The Oxford Murders,"$10,000,000","$4,803","$17,704,131"
"5,779","Aug 6, 2010",The Disappearance of Alice Creed,"$1,500,000","$166,980","$1,605,139"
"2,582","Aug 6, 2015",The 33,"$25,000,000","$12,227,722","$28,287,489"
"4,831","Aug 6, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
"4,247","Aug 7, 1981",Heavy Metal,"$9,300,000","$19,571,091","$19,571,091"
"3,577","Aug 7, 1992",Unforgiven,"$14,400,000","$101,157,447","$159,157,447"
"3,927","Aug 7, 1992",Raising Cain,"$11,000,000","$21,171,695","$21,171,695"
828,"Aug 7, 1998",Snake Eyes,"$73,000,000.00","$55,591,409.00","$103,891,409.00"
"5,983","Aug 7, 1998",Safe Men,"$1,000,000","$21,210","$21,210"
"6,287","Aug 7, 1998","First Love, Last Rites","$300,000","$10,876","$10,876"
"1,797","Aug 7, 2002",Spy Kids 2: The Island of Lost Dreams,"$38,000,000","$85,846,296","$119,721,296"
"4,399","Aug 7, 2002",The Good Girl,"$8,000,000","$14,018,296","$16,585,503"
154,"Aug 7, 2009",G.I. Joe: The Rise of Cobra,"$175,000,000.00","$150,201,498.00","$302,469,017.00"
"1,612","Aug 7, 2009",Julie & Julia,"$40,000,000","$94,125,426","$131,516,178"
"3,608","Aug 7, 2009",A Perfect Getaway,"$14,000,000","$15,515,460","$22,815,460"
584,"Aug 7, 2013",Percy Jackson: Sea of Monsters,"$90,000,000.00","$68,559,554.00","$200,859,554.00"
"1,834","Aug 7, 2013",We’re the Millers,"$37,000,000","$150,394,119","$267,816,276"
"6,294","Aug 7, 2013",Midnight Cabaret,"$300,000",$0,$0
"3,152","Aug 7, 2015",Ricki and the Flash,"$18,000,000","$26,839,498","$41,166,033"
"3,869","Aug 7, 2015",Kahlil Gibran's The Prophet,"$12,000,000","$340,536","$1,080,362"
"4,955","Aug 7, 2015",Cop Car,"$5,000,000","$134,552","$143,658"
"5,599","Aug 7, 2015",The Diary of a Teenage Girl,"$2,000,000","$1,477,002","$2,279,959"
819,"Aug 7, 2019",PLAYMOBIL,"$75,000,000.00","$1,115,008.00","$16,288,031.00"
"2,277","Aug 7, 2020",The Tax Collector,"$30,000,000","$1,044,212","$1,309,971"
"2,461","Aug 7, 2024",It Ends With Us,"$25,000,000","$148,486,482","$345,714,478"
"3,426","Aug 7, 2024",Speak No Evil,"$15,000,000","$36,795,065","$75,840,315"
"5,098","Aug 8, 1963",The Great Escape,"$4,000,000","$11,744,471","$11,973,397"
"4,372","Aug 8, 1986",Stand by Me,"$8,000,000","$52,287,414","$52,289,686"
"6,389","Aug 8, 1986",She's Gotta Have It,"$175,000","$7,137,502","$7,137,502"
705,"Aug 8, 1997",Conspiracy Theory,"$80,000,000.00","$76,118,990.00","$142,783,718.00"
"5,330","Aug 8, 2001",The Deep End,"$3,000,000","$8,823,109","$9,981,635"
857,"Aug 8, 2003",S.W.A.T.,"$70,000,000.00","$116,877,597.00","$207,154,748.00"
"4,684","Aug 8, 2007",Daddy Day Camp,"$6,000,000","$13,235,267","$18,209,872"
"2,137","Aug 8, 2012",Hope Springs,"$30,000,000","$63,536,011","$133,085,295"
344,"Aug 8, 2014",Teenage Mutant Ninja Turtles,"$125,000,000.00","$191,204,754.00","$485,004,754.00"
"1,327","Aug 8, 2014",Into the Storm,"$50,000,000","$47,602,194","$150,429,371"
"2,736","Aug 8, 2014",The Hundred-Foot Journey,"$22,000,000","$54,235,441","$94,270,488"
"3,945","Aug 8, 2014",What If,"$11,000,000","$3,493,000","$9,814,566"
"6,134","Aug 8, 2014",The Maid's Room,"$600,000",$0,$0
"4,111","Aug 8, 2018",Dog Days,"$10,000,000","$6,809,080","$10,290,831"
"1,409","Aug 8, 2019",Dora and the Lost City of Gold,"$49,000,000","$60,477,943","$120,592,276"
"2,330","Aug 8, 2019",Scary Stories to Tell in the Dark,"$28,000,000","$68,947,075","$104,793,708"
877,"Aug 9, 1989",The Abyss,"$70,000,000.00","$54,763,229.00","$54,793,434.00"
"3,315","Aug 9, 1991",Double Impact,"$16,000,000","$29,090,445","$29,090,445"
"6,464","Aug 9, 1995",The Brothers McMullen,"$50,000","$10,426,506","$10,426,506"
"1,365","Aug 9, 1996",Escape from L.A.,"$50,000,000","$25,426,861","$25,426,861"
"1,485","Aug 9, 1996",Jack,"$45,000,000","$58,617,334","$58,617,334"
"5,357","Aug 9, 1996",Basquiat,"$3,000,000","$2,962,051","$2,962,051"
850,"Aug 9, 2002",xXx,"$70,000,000.00","$141,930,000.00","$267,200,000.00"
"1,363","Aug 9, 2002",Blood Work,"$50,000,000","$26,199,517","$26,199,517"
"6,072","Aug 9, 2002",Pandora’s Box,"$800,000","$881,950","$881,950"
956,"Aug 9, 2006",World Trade Center,"$65,000,000","$70,278,893","$163,295,654"
"4,296","Aug 9, 2012",The Sapphires,"$9,000,000","$2,450,867","$20,395,040"
372,"Aug 9, 2013",Elysium,"$120,000,000.00","$93,050,117.00","$286,192,091.00"
"1,288","Aug 9, 2013",Disney Planes,"$50,000,000","$90,282,580","$238,059,569"
142,"Aug 9, 2018",The Meg,"$178,000,000.00","$145,443,742.00","$527,267,828.00"
"3,412","Aug 9, 2018",BlacKkKlansman,"$15,000,000","$49,275,340","$93,411,426"
"1,822","Aug 9, 2019",The Kitchen,"$38,000,000","$12,180,032","$15,779,261"
"3,154","Aug 9, 2019",The Art of Racing in the Rain,"$18,000,000","$26,402,818","$33,773,963"
"3,490","Aug 9, 2019",Blinded by the Light,"$15,000,000","$11,901,145","$19,529,914"
"4,127","Aug 9, 2019",Brian Banks,"$10,000,000","$4,376,820","$4,376,820"
"4,648","Aug 9, 2019",The Peanut Butter Falcon,"$6,200,000","$20,457,158","$23,191,551"
"6,343","Aug 9, 2019",The Circus: Down the Road,"$250,000",$0,$0
"6,512","Aug 9, 2019",Socrates,"$20,000",$0,$849
"1,527","Aug 9, 2023",The Last Voyage of the Demeter,"$45,000,000","$13,637,180","$20,397,648"
"5,119","Dec 1, 1988",Talk Radio,"$4,000,000","$3,468,572","$3,468,572"
"3,544","Dec 1, 1995",Things to Do in Denver when You're Dead,"$15,000,000","$529,766","$529,766"
"5,951","Dec 1, 2000",Panic,"$1,000,000","$779,137","$1,425,707"
"1,922","Dec 1, 2006",The Nativity Story,"$35,000,000","$37,629,831","$46,309,644"
"4,107","Dec 1, 2006",Turistas,"$10,000,000","$7,027,762","$14,321,070"
"6,004","Dec 1, 2009",Frat Party,"$1,000,000",$0,$0
"5,667","Dec 1, 2015",Shark Lake,"$2,000,000",$0,$0
"6,208","Dec 1, 2015",Brooklyn Bizarre,"$500,000",$0,$0
"6,508","Dec 1, 2015",Dutch Kills,"$25,000",$0,$0
"3,070","Dec 1, 2017",The Shape of Water,"$19,500,000","$63,859,435","$195,790,794"
"4,050","Dec 1, 2017",The Disaster Artist,"$10,000,000","$21,120,616","$28,717,667"
"5,058","Dec 1, 2017",Daisy Winters,"$4,500,000",$0,$0
"5,160","Dec 1, 2017",Perfectos Desconocidos,"$4,000,000",$0,"$31,166,312"
"6,486","Dec 1, 2020",Host,"$35,000",$0,"$436,536"
619,"Dec 1, 2021",Sing 2,"$85,000,000.00","$162,790,990.00","$404,534,588.00"
"5,340","Dec 1, 2022",I Heard the Bells,"$3,000,000","$5,644,104","$5,679,324"
"4,978","Dec 10, 1977",Capricorn One,"$5,000,000",$0,$401
"1,018","Dec 10, 1999",The Green Mile,"$60,000,000","$136,801,374","$290,701,374"
"3,126","Dec 10, 1999",Deuce Bigalow: Male Gigolo,"$18,000,000","$65,535,067","$92,935,067"
"3,894","Dec 10, 1999",Diamonds,"$11,900,000","$81,897","$81,897"
871,"Dec 10, 2003",Big Fish,"$70,000,000.00","$66,432,867.00","$123,954,323.00"
409,"Dec 10, 2004",Ocean\'s Twelve,"$110,000,000.00","$125,531,634.00","$362,989,076.00"
"1,368","Dec 10, 2004",The Life Aquatic with Steve Zissou,"$50,000,000","$24,006,726","$34,806,726"
"5,644","Dec 10, 2004",Freeze Frame,"$2,000,000",$0,"$105,377"
"6,244","Dec 10, 2004",Fabled,"$400,000","$31,425","$31,425"
"2,044","Dec 10, 2008",The Reader,"$32,500,000","$34,194,407","$112,964,875"
"6,276","Dec 10, 2008",Wendy and Lucy,"$300,000","$865,695","$1,416,046"
207,"Dec 10, 2010",The Chronicles of Narnia: The Voyage of the Daw…,"$155,000,000.00","$104,386,950.00","$418,186,950.00"
484,"Dec 10, 2010",The Tourist,"$100,000,000.00","$67,631,157.00","$278,731,369.00"
"3,048","Dec 10, 2010",The Tempest,"$20,000,000","$277,943","$277,943"
"3,907","Dec 10, 2010",The Fighter,"$11,000,000","$93,617,009","$129,262,388"
29,"Dec 10, 2014",The Hobbit: The Battle of the Five Armies,"$250,000,000.00","$255,119,788.00","$940,323,039.00"
"2,526","Dec 10, 2014",The Gambler,"$25,000,000","$33,680,992","$38,718,031"
"4,303","Dec 10, 2021",National Champions,"$9,000,000","$475,488","$475,488"
"4,260","Dec 11, 1965",Thunderball,"$9,000,000","$63,600,000","$141,200,000"
"4,013","Dec 11, 1968",Oliver!,"$10,000,000","$37,402,877","$37,402,877"
"3,667","Dec 11, 1974",The Godfather: Part II,"$13,000,000","$57,300,000","$57,386,952"
"3,289","Dec 11, 1987",Wall Street,"$16,500,000","$43,848,100","$43,848,100"
854,"Dec 11, 1991",Hook,"$70,000,000.00","$119,654,823.00","$300,854,823.00"
"2,026","Dec 11, 1992",A Few Good Men,"$33,000,000","$141,340,178","$236,500,000"
"3,799","Dec 11, 1992",The Muppet Christmas Carol,"$12,000,000","$27,379,507","$31,724,550"
"3,290","Dec 11, 1995",Sense and Sensibility,"$16,500,000","$42,993,774","$134,993,774"
870,"Dec 11, 1998",Star Trek: Insurrection,"$70,000,000.00","$70,187,658.00","$117,800,000.00"
"1,348","Dec 11, 1998",Jack Frost,"$50,000,000","$34,645,374","$34,645,374"
"2,415","Dec 11, 1998",Shakespeare in Love,"$26,000,000","$100,317,794","$279,500,000"
"3,261","Dec 11, 1998",A Simple Plan,"$17,000,000","$16,316,273","$16,316,273"
"4,065","Dec 11, 1998",Rushmore,"$10,000,000","$17,105,219","$19,080,435"
"4,597","Dec 11, 2007",High School Musical 2,"$7,000,000",$0,$0
534,"Dec 11, 2009",The Lovely Bones,"$95,000,000.00","$44,114,232.00","$94,894,448.00"
"1,086","Dec 11, 2009",Invictus,"$60,000,000","$37,491,364","$124,514,011"
"4,547","Dec 11, 2009",A Single Man,"$7,000,000","$9,176,000","$28,142,379"
"5,903","Dec 11, 2009",Rocket Singh: Salesman of the Year,"$1,070,000","$164,649","$5,348,767"
72,"Dec 11, 2012",The Hobbit: An Unexpected Journey,"$200,000,000.00","$303,003,568.00","$1,014,938,545.00"
"5,480","Dec 11, 2014",Timbuktu,"$2,500,000","$1,076,075","$6,815,821"
"1,131","Dec 11, 2015",The Ridiculous 6,"$60,000,000",$0,$0
"2,329","Dec 11, 2015",The Big Short,"$28,000,000","$70,259,870","$132,624,681"
"4,464","Dec 11, 2015","Loulou, l’incroyable secret","$7,793,000",$0,"$12,196"
"5,413","Dec 11, 2015",Close Range,"$3,000,000",$0,$0
"5,646","Dec 11, 2015","To Be Frank, Sinatra at 100","$2,000,000",$0,$926
"6,000","Dec 11, 2015",American Hero,"$1,000,000",$0,"$107,590"
653,"Dec 11, 2017",The Greatest Showman,"$84,000,000.00","$174,340,174.00","$428,796,000.00"
"5,586","Dec 11, 2020",Minari,"$2,000,000","$2,964,816","$15,474,659"
"5,180","Dec 12, 1966",A Man for All Seasons,"$3,900,000","$28,350,000","$28,350,000"
"2,861","Dec 12, 1980",Popeye,"$20,000,000","$49,823,037","$49,823,037"
"3,770","Dec 12, 1986",The Golden Child,"$12,000,000","$79,817,937","$79,817,937"
